STORE_CD|PLU_CD|SCAN_CD1|SCAN_CD2|PLU_NM|BRAND_CD|GPLU_CDNRL_PRC|PRC_EVT_PRC|PRC_EVT_ST_DT|PRC_EVT_ED_DT
780|0000000113007|0000000113007|0000000113007|꼬끼예뜨, 꺄르뜨 도르 프리미에|138392|95000|0||
780|0000000113014|0000000113014|0000000113014|꼬끼예뜨 레 끌레 브뤼 그랑 크뤼|138392|110000|0||
780|0000008378354|0000008378354|0000008378354|시에라 네바다 페일에일(355ml/병)|138392|5000|0||
780|0000008378385|0000008378385|0000008378385|토피도 엑스트라 아이피에이|138392|5000|0||
780|0000008588607|0000008588607|0000008588607|GFV 모스카토 187ml|138392|4000|0||
780|0000029130276|0000029130276|0000029130276|바라 로제|136792|16000|0||
780|0000041001356|0000041001356|0000041001356|벡스레귤러500㎖|138392|2700|0||
780|0000049598131|0000049598131|0000049598131|월계관 더컵|138392|4000|0||
780|0000050196135|0000050196135|0000050196135|블랙앤화이트|138392|18000|0||
780|0000050196838|0000050196838|0000050196838|블랙앤화이트|138392|7000|0||
780|0000050213085|0000050213085|0000050213085|기네스캔440㎖|138392|4000|0||
780|0000050213245|0000050213245|0000050213245|기네스드라프트(캔)330㎖|138392|3500|0||
780|0000054079021|0000054079021|0000054079021|세인트버나두스앱12|138392|6000|0||
780|0000054079052|0000054079052|0000054079052|세인트버나두스위트|138392|5000|0||
780|0000075970185|0000075970185|0000075970185|디플로마티코 레제르바 익스클루시바|138392|15000|0||
780|0000090383229|0000090383229|0000090383229|클림트 키스 뀌베브뤼|100549|8900|0||
780|0000093563239|0000093563239|0000093563239|미스터블랙 커피리큐르|138392|27000|0||
780|0007582940106|0007582940106|0007582940106|랜치32 카쇼|138392|35000|0||
780|0008069692347|0008069692347|0008069692347|보리우 빈야드 캘리포니아 까베르네 소|138392|51000|0||
780|0008261070008|0008261070008|0008261070008|클리프 레이디 포이트리|138392|660000|0||
780|0010465709608|0010465709608|0010465709608|인시그니아|136760|430000|0||
780|0012086008139|0012086008139|0012086008139|마르께스 데 바르가스 크리안자|136787|22000|0||
780|0013022000262|0013022000262|0013022000262|엘렉트라 레드|101235|25000|0||
780|0015917026975|0015917026975|0015917026975|AY 미국 단품 3호|100549|100000|0||
780|0015917029105|0015917029105|0015917029105|프리마크 아비 샤르도네|100549|100000|0||
780|0016697000070|0016697000070|0016697000070|데로쉐 러시안 리버 샤르도네|136786|42000|0||
780|0016697000230|0016697000230|0016697000230|데로쉐 러시안 리버 피노누아|136786|49000|0||
780|0016697000292|0016697000292|0016697000292|데로쉐 헤리티지 리저브 샤르도네|136786|18000|0||
780|0016697000308|0016697000308|0016697000308|드 라치 카버네 소비뇽99 750ML(미)|136786|18000|0||
780|0016697000650|0016697000650|0016697000650|데로쉐 헤리티지 리저브 진판델|136786|18000|0||
780|0016697000766|0016697000766|0016697000766|데로쉐 헤리티지 리저브 메를로|136786|18000|0||
780|0016697006669|0016697006669|0016697006669|데로쉐 헤리티지 리저브 피노 누아|136786|18000|0||
780|0018138202029|0018138202029|0018138202029|에드나밸리 쇼비뇽블랑 750ML(6본)|138392|21000|0||
780|0018138209028|0018138209028|0018138209028|에드나밸리 까베네쇼비뇽750ML(6본입)|138392|21000|0||
780|0018200250002|0018200250002|0018200250002|버드 740 캔|138392|3700|0||
780|0019962362057|0019962362057|0019962362057|체리 라즈 테이스티|138392|22000|0||
780|0019962362651|0019962362651|0019962362651|캣보이 미츠 뱃보이|138392|18000|0||
780|0019962615535|0019962615535|0019962615535|둠 볼륨 4|138392|20000|0||
780|0023035327300|0023035327300|0023035327300|두에마리 몬테풀치아노 다부르조|136794|20000|16000|20241011|20241031
780|0029147100244|0029147100244|0029147100244|비비 씨에나750㎖|101235|20000|0||
780|0029147100466|0029147100466|0029147100466|브라운브라더스 에버튼 레드750㎖|101235|16000|0||
780|0029147100473|0029147100473|0029147100473|브라운 브라더스 에버트 화이트750㎖|101235|25000|0||
780|0029147139985|0029147139985|0029147139985|비비모스카토10 750㎖|101235|20000|0||
780|0029147139992|0029147139992|0029147139992|BB모스카토 로사 09|101235|20000|0||
780|0029147705128|0029147705128|0029147705128|BB 브라운 브라더스 지비뽀 750ml|101235|20000|17000|20241001|20241031
780|0031259000046|0031259000046|0031259000046|조쉬 리저브 와인 세트|112885|40000|0||
780|0031259003030|0031259003030|0031259003030|조쉬 셀러스-조쉬리저브 노스코스트 샤|112885|40000|0||
780|0031259048024|0031259048024|0031259048024|조쉬 셀러스-조쉬 레거시 19 (750ml)|112885|35000|0||
780|0039383009591|0039383009591|0039383009591|믹터스 US★1 라이|138392|110000|0||
780|0039383009614|0039383009614|0039383009614|믹터스 US★1 버번|138392|110000|0||
780|0039383009638|0039383009638|0039383009638|믹터스 US★1 사워매쉬|138392|110000|0||
780|0039383009652|0039383009652|0039383009652|믹터스 US★1 아메리칸|138392|110000|0||
780|0039383009690|0039383009690|0039383009690|*믹터스 라이 10년|138392|338000|0||
780|0040003810012|0040003810012|0040003810012|세냐 2017|101235|720000|0||
780|0040232096723|0040232096723|0040232096723|캐논볼 엔젤카우보이즈|138392|40000|0||
780|0040232144936|0040232144936|0040232144936|더 하이브|136770|115000|0||
780|0040232144943|0040232144943|0040232144943|피트 침니|136770|100000|0||
780|0040232144950|0040232144950|0040232144950|스파이스 킹|136770|115000|0||
780|0051497019761|0051497019761|0051497019761|서브미션 카베르네 소비뇽|138392|22000|0||
780|0051497068820|0051497068820|0051497068820|서브미션 샤도네이|138392|21000|0||
780|0051497172312|0051497172312|0051497172312|럭키 드로|138392|22000|0||
780|0052001001669|0052001001669|0052001001669|묶음 상품 할인 2|101235|99000|0||
780|0052001001670|0052001001670|0052001001670|묶음 상품 할인 3|101235|136000|0||
780|0052001001671|0052001001671|0052001001671|묶음 상품 할인 4|101235|250000|0||
780|0075496002005|0075496002005|0075496002005|앙고스투라비터 아로마틱|138392|64000|0||
780|0075496331075|0075496331075|0075496331075|앙고스투라비터 오렌지|138392|41000|0||
780|0075496331884|0075496331884|0075496331884|앙고스투라 5년|138392|54000|0||
780|0075496331891|0075496331891|0075496331891|앙고스투라 그랑아네호 7년|138392|70000|0||
780|0075496331945|0075496331945|0075496331945|앙고스투라 디 아마로|138392|79000|0||
780|0075496331969|0075496331969|0075496331969|앙고스투라 1919|138392|112000|0||
780|0075496332201|0075496332201|0075496332201|앙고스투라 리저바 화이트럼|138392|35000|0||
780|0075496332829|0075496332829|0075496332829|앙고스투라비터 코코아|138392|41000|0||
780|0080244009236|0080244009236|0080244009236|버팔로 트레이스 750|138392|53000|0||
780|0080244009250|0080244009250|0080244009250|버팔로 트레이스|138392|35000|0||
780|0080432400364|0080432400364|0080432400364|시바스리갈12년 200ml|136790|16000|0||
780|0080432400432|0080432400432|0080432400432|시바스리갈 12년|136790|78000|0||
780|0080432402702|0080432402702|0080432402702|시바스리갈 12년|136790|30000|0||
780|0080432402733|0080432402733|0080432402733|시바스리갈 12년 500ml|136790|39000|0||
780|0080432402825|0080432402825|0080432402825|글렌리벳 12년 700ml|136790|104000|0||
780|0080432402931|0080432402931|0080432402931|시바스리갈 12년 700ml|136790|57000|0||
780|0080432402979|0080432402979|0080432402979|글렌그란트 10년700㎖|137834|68000|0||
780|0080480004699|0080480004699|0080480004699|생 제르맹|138392|81000|0||
780|0080480280024|0080480280024|0080480280024|그레이 구스 오리지널|138392|65000|0||
780|0080480281038|0080480281038|0080480281038|그레이 구스 오랑지|136760|67000|0||
780|0080480282042|0080480282042|0080480282042|그레이 구스 시트론|136760|67000|0||
780|0080480283339|0080480283339|0080480283339|그레이 구스 포아|136760|67000|0||
780|0080480301033|0080480301033|0080480301033|봄베이 사파이어|136760|22000|0||
780|0080480505400|0080480505400|0080480505400|바카디 8|138392|60000|0||
780|0080516135427|0080516135427|0080516135427|리유니트 샹그리아 미니|138392|4000|0||
780|0080660001203|0080660001203|0080660001203|1792 스몰배치 750|138392|64000|0||
780|0080660246314|0080660246314|0080660246314|켄터키 젠틀맨 1.75L|138392|30000|0||
780|0080660246352|0080660246352|0080660246352|켄터키 젠틀맨 750|138392|15000|0||
780|0080660570556|0080660570556|0080660570556|몬테쥬마 블루 750|138392|19000|0||
780|0080660577258|0080660577258|0080660577258|몬테 알반 / 메즈칼|138392|56000|0||
780|0080686001409|0080686001409|0080686001409|짐빔 화이트0㎖|138392|33000|0||
780|0080686004592|0080686004592|0080686004592|야마자키 12년 LTO (100주년기념)|136760|510000|0||
780|0080686004608|0080686004608|0080686004608|하쿠슈 12년 LTO (100주년기념)|138392|510000|0||
780|0080686004615|0080686004615|0080686004615|야마자키 18년 LTO|138392|6300000|0||
780|0080686004622|0080686004622|0080686004622|하쿠슈 18년 LTO|138392|6300000|0||
780|0080686011408|0080686011408|0080686011408|부커스|138392|140000|0||
780|0080686012405|0080686012405|0080686012405|베이즐 헤이든|138392|92000|0||
780|0080686015406|0080686015406|0080686015406|베이커스|138392|135000|0||
780|0080686016748|0080686016748|0080686016748|납크릭 라이|138392|78000|0||
780|0080686016762|0080686016762|0080686016762|납크릭 버본 위스키|138392|78000|0||
780|0080686024026|0080686024026|0080686024026|리젠트|138392|127000|0||
780|0080686816072|0080686816072|0080686816072|캐나디언 클럽 6년|138392|29000|0||
780|0080686817703|0080686817703|0080686817703|캐나디안 클럽 12년|138392|48000|0||
780|0080686957195|0080686957195|0080686957195|산토리 AO|138392|129000|0||
780|0080696923470|0080696923470|0080696923470|보리우 빈야드 캘리포니아 카베르네쇼|138392|49000|0||
780|0080696923487|0080696923487|0080696923487|보리우 빈야드 캘리포니아 샤르도네0g|138392|51000|0||
780|0080887493744|0080887493744|0080887493744|16 보글 쁘띠시라|138392|36000|0||
780|0080887493928|0080887493928|0080887493928|17 보글 샤도네이|138392|41000|0||
780|0080887493966|0080887493966|0080887493966|16 보글 까베르네 소비뇽|138392|37000|0||
780|0080887496493|0080887496493|0080887496493|보글 팬텀 샤도네이|137457|45000|0||
780|0081054064958|0081054064958|0081054064958|나파릿지 카베르네 쇼비뇽|136792|45000|0||
780|0081054154352|0081054154352|0081054154352|코스탈릿지 카베르네 쇼비뇽|136792|21000|0||
780|0081054594400|0081054594400|0081054594400|폭스브룩 샤르도네(Fox Brook Chardonn|136792|18000|0||
780|0639770091224|0639770091224|0639770091224|그랜드 나파 카베네쇼비뇽|138392|120000|0||
780|0639770117214|0639770117214|0639770117214|퓨어 브레드 올드바인 진판델|138392|35000|0||
780|0639770117238|0639770117238|0639770117238|퓨어 브레드 까베네 쇼비뇽|138392|33000|0||
780|0649245839015|0649245839015|0649245839015|마이에미 베를르너바이스|138392|22000|0||
780|0649754623679|0649754623679|0649754623679|DDH 트레일사이드 아이피에이|138392|20000|0||
780|0649754664894|0649754664894|0649754664894|링크 아이피에이|138392|19000|0||
780|0651357542936|0651357542936|0651357542936|모티프 까베르네 쇼비뇽|138392|19000|0||
780|0651357717815|0651357717815|0651357717815|옥토포다 나파 쇼비뇽 블랑|136788|54000|0||
780|0651357797237|0651357797237|0651357797237|더 나파 레드|101235|40000|0||
780|0651357970555|0651357970555|0651357970555|더 나파 샤르도네|101235|35000|0||
780|0652935100067|0652935100067|0652935100067|얼스퀘이크 카베르네 소비뇽|138392|42000|0||
780|0652935100098|0652935100098|0652935100098|식스스센스 시라|138392|28000|0||
780|0657891700207|0657891700207|0657891700207|호프 패밀리 와인즈 리버티 스쿨 카베|138392|41000|0||
780|0657891700214|0657891700214|0657891700214|호프 패밀리 와인즈  리버티 스쿨 샤르|138392|43000|0||
780|0667800060759|0667800060759|0667800060759|랑메일-쓰리가든스 GSM|112885|29000|0||
780|0667800615553|0667800615553|0667800615553|랑메일-블록버스터 쉬라즈|112885|38000|0||
780|0674545000841|0674545000841|0674545000841|돈훌리오 블랑코|138392|76000|0||
780|0674545000865|0674545000865|0674545000865|돈훌리오 아네호|138392|140000|0||
780|0675829401019|0675829401019|0675829401019|랜치32 샤도네이|138392|40000|0||
780|0675829401040|0675829401040|0675829401040|랜치32 까쇼|138392|40000|0||
780|0675829515013|0675829515013|0675829515013|제임슨브라이언트 힐 샤도네이|138392|31000|0||
780|0675829546482|0675829546482|0675829546482|브이 디 알 레드 블렌드|136779|50000|0||
780|0675829550069|0675829550069|0675829550069|락클린 랜치 피노누아|138392|34000|0||
780|0675829719046|0675829719046|0675829719046|파소 포인트 카베르네 소비뇽|138392|60000|0||
780|0675829719091|0675829719091|0675829719091|파소 포인트 시라|138392|60000|0||
780|0676814000491|0676814000491|0676814000491|셰인 시라|138392|88000|0||
780|0681425014010|0681425014010|0681425014010|엑스레이티드 750|138392|57000|0||
780|0681425014027|0681425014027|0681425014027|엑스레이티드375|138392|32000|0||
780|0684586490013|0684586490013|0684586490013|나파 바이 나파 마이클스 레드 블랜드|100549|29900|0||
780|0684659980281|0684659980281|0684659980281|노 브레이너|138392|40000|0||
780|0689969000513|0689969000513|0689969000513|쓰리링스 카베르네 쇼비뇽|136794|47000|0||
780|0698929000319|0698929000319|0698929000319|마틴밀러 웨스트본|138392|99000|0||
780|0698929000395|0698929000395|0698929000395|마틴밀러 오리지널|138392|58000|0||
780|0699626001319|0699626001319|0699626001319|호주 스토리 그랑리저브 쉬라즈|136778|19000|0||
780|0700064761021|0700064761021|0700064761021|플라스크 데킬라|136797|25000|0||
780|0700064761342|0700064761342|0700064761342|플라스크 데킬라 1965 750㎖|136797|25000|0||
780|0700083325976|0700083325976|0700083325976|인텔레고 케둔구|138392|53000|0||
780|0700461059936|0700461059936|0700461059936|카사노바 프로세코 디오씨 브뤼|138392|40000|0||
780|0703510611611|0703510611611|0703510611611|프리시젼 나파 밸리 까베르네 소비뇽 1|112885|44000|0||
780|0706098050674|0706098050674|0706098050674|옥토포다 캘리포니아 CS|136788|34000|0||
780|0706098051206|0706098051206|0706098051206|옥토포다 로디 진판델|136788|26000|0||
780|0706098052012|0706098052012|0706098052012|클래시파이드 쇼비뇽 블랑|137780|29000|27000|20241011|20241031
780|0709870703874|0709870703874|0709870703874|스택하우스 나파밸리 카베르네쇼비뇽|138392|64000|0||
780|0710168118027|0710168118027|0710168118027|몽스카페|138392|18000|0||
780|0710168213029|0710168213029|0710168213029|드가르|138392|20000|0||
780|0713382533652|0713382533652|0713382533652|필드 레코딩스, 로제 펫낫|138392|57000|0||
780|0713382533669|0713382533669|0713382533669|필드 레코딩스, 드라이 홉 펫 낫|138392|57000|0||
780|0715126901635|0715126901635|0715126901635|카이켄 인도미토 멘도사 말벡 19|100550|20000|0||
780|0717215001660|0717215001660|0717215001660|셀바흐 트루타 파리오 리슬링 카비넷(|101235|39000|0||
780|0717215002582|0717215002582|0717215002582|셀바흐 리슬링|101235|30000|0||
780|0721059000000|0721059000000|0721059000000|러셀 리저브 싱글배럴 750|137834|129000|0||
780|0721059000222|0721059000222|0721059000222|와일드터키 레어 브리드 750|137834|99000|0||
780|0721059000291|0721059000291|0721059000291|와일드터키 13년 700ml|138392|126000|0||
780|0721059002806|0721059002806|0721059002806|와일드터키 8년 700|138392|63000|0||
780|0721059002837|0721059002837|0721059002837|와일드터키 라이 750|138392|63000|0||
780|0721059002844|0721059002844|0721059002844|와일드터키 롱브랜치 750|138392|83000|0||
780|0721059003254|0721059003254|0721059003254|와일드터키 8년|138392|77000|0||
780|0721059003261|0721059003261|0721059003261|와일드터키 12년 700|138392|140000|0||
780|0081054614351|0081054614351|0081054614351|레드우드 카베르네 쇼비뇽|138392|22000|0||
780|0081054614405|0081054614405|0081054614405|레드우드 샤르도네|138392|22000|0||
780|0081054614443|0081054614443|0081054614443|레드우드 피노누아|138392|14000|0||
780|0081054814409|0081054814409|0081054814409|카메네 빈트너스 컬렉션 리저브 샤도네|138392|37000|0||
780|0081054995146|0081054995146|0081054995146|원스 어폰 어 바인 샤도네이|136792|28000|0||
780|0081054995184|0081054995184|0081054995184|원스 어폰 어 바인 진판델|136792|26000|0||
780|0081054996525|0081054996525|0081054996525|라 카뜨리나 카베르네쇼비뇽|138392|44000|0||
780|0081054996549|0081054996549|0081054996549|라 카뜨리나 모스카토|138392|48000|0||
780|0081128000035|0081128000035|0081128000035|올드 포레스터|138392|8000|0||
780|0081128005085|0081128005085|0081128005085|올드 포레스터|138392|62000|0||
780|0081128025885|0081128025885|0081128025885|우드포드 리저브 버번|138392|99000|0||
780|0081339189239|0081339189239|0081339189239|캘러웨이 메를로|100550|18000|0||
780|0081504996532|0081504996532|0081504996532|라 카뜨리나 샤르도네|138392|48000|0||
780|0081584012337|0081584012337|0081584012337|AY)캔달잭슨 빈트너스 리저브 카베르네|138392|34000|0||
780|0081584013082|0081584013082|0081584013082|K/J그랑리져브샤도네이|100549|59000|0||
780|0081584013105|0081584013105|0081584013105|캔달 잭슨 빈트너스 리저브 샤도네이 0|100549|41000|0||
780|0081584013112|0081584013112|0081584013112|12캔달잭슨 빈트너스 리저브 샤르도네7|100549|19000|0||
780|0081584013170|0081584013170|0081584013170|K/J빈트너리져브까베르네쇼비뇽|100549|41000|0||
780|0081584013174|0081584013174|0081584013174|AY)캔달잭슨 빈트너스 리저브 카베르네|100549|48000|0||
780|0081584013211|0081584013211|0081584013211|AY)캔달잭슨 그랑리저브 카베르네쇼비|100549|63000|0||
780|0081584047674|0081584047674|0081584047674|아방트 샤르도네750㎖|100549|29900|0||
780|0081584131403|0081584131403|0081584131403|K/J빈트너리져브진판델|100549|20000|0||
780|0081584131519|0081584131519|0081584131519|카멜로드몬테레이피노누아카멜로드몬테|138392|33000|0||
780|0081753801823|0081753801823|0081753801823|뉴튼 언필터드 샤도네이|138392|77000|0||
780|0081761109522|0081761109522|0081761109522|끌로뒤발-에스테이트 까베르네 소비뇽|112885|830000|0||
780|0082000001294|0082000001294|0082000001294|스미노프 애플(200ml/병)|138392|11000|0||
780|0082000765578|0082000765578|0082000765578|불렛 버번 700ml|138392|53000|0||
780|0082000765585|0082000765585|0082000765585|불렛 라이|138392|85000|0||
780|0082184001363|0082184001363|0082184001363|잭 허니 375ml|138392|30000|0||
780|0082184042397|0082184042397|0082184042397|잭다니엘스 테네시 허니 700|138392|52000|0||
780|0082184088654|0082184088654|0082184088654|잭 다니엘스 싱글배럴|138392|125000|0||
780|0082184090473|0082184090473|0082184090473|잭다니엘-700㎖|138392|52000|0||
780|0082184090480|0082184090480|0082184090480|잭다니엘즈50|138392|39000|0||
780|0082184090510|0082184090510|0082184090510|잭다니엘즈37|138392|30000|0||
780|0082184098431|0082184098431|0082184098431|잭다이엘싱글배럴|138392|110000|0||
780|0082184780961|0082184780961|0082184780961|잭다니엘 50ml|138392|5000|0||
780|0082242014434|0082242014434|0082242014434|델리카토-날리헤드 1924 더블 블랙 까|112885|28000|0||
780|0082242015684|0082242015684|0082242015684|LV 델리카토 버건베럴 1본입 세트|112885|33000|26000|20240927|20241031
780|0082242016421|0082242016421|0082242016421|스카치 배럴 1본입 세트|112885|29000|0||
780|0082242016735|0082242016735|0082242016735|델리카토-1924 포트 배럴 피노누아|112885|31000|0||
780|0082242162234|0082242162234|0082242162234|블랙스탈리온샤르도네|112885|66000|55000|20241011|20241031
780|0082242162432|0082242162432|0082242162432|11 델리카토-블랙스탈리온 까소750㎖|112885|82000|0||
780|0082242290432|0082242290432|0082242290432|델리카토-날리헤드 까베르네 소비뇽|112885|26000|0||
780|0082242294935|0082242294935|0082242294935|날리헤드 올드바인진판델750㎖|112885|24000|0||
780|0082242447430|0082242447430|0082242447430|181 메를로|112885|33000|0||
780|0082544991860|0082544991860|0082544991860|쓰리 걸스 까베르네소비뇽|136794|29000|0||
780|0082544991877|0082544991877|0082544991877|쓰리 걸스 샤도네이|136794|29000|0||
780|0082544991884|0082544991884|0082544991884|쓰리 걸스 소비뇽 블랑|136794|29000|0||
780|0082896002733|0082896002733|0082896002733|1000스토리즈 카베르네소비뇽|100549|33000|0||
780|0082896003044|0082896003044|0082896003044|본테라 에퀴녹스 레드|100549|31000|27000|20240930|20241031
780|0082896077793|0082896077793|0082896077793|본테라 메를로|100549|30000|25000|20240930|20241031
780|0082896700134|0082896700134|0082896700134|벨리옥스750|100549|13900|0||
780|0082896700257|0082896700257|0082896700257|펫저 게브르츠트라미너0g|100549|17000|15000|20240930|20241031
780|0082896780402|0082896780402|0082896780402|본테라 카베르네소비뇽|100549|31000|27000|20240930|20241031
780|0082949562559|0082949562559|0082949562559|포피아노 쁘띠쉬라|100550|88000|0||
780|0083085001025|0083085001025|0083085001025|퀸테사 나파|138392|413000|0||
780|0083417016208|0083417016208|0083417016208|가이서픽 샤르도네|130219|21000|0||
780|0083417019209|0083417019209|0083417019209|가이서픽 까베르네 소비뇽|130219|21000|0||
780|0084687001017|0084687001017|0084687001017|에라스 피노누아750㎖|101235|52000|0||
780|0084687001062|0084687001062|0084687001062|15 에라스 리랜드 피노 누아|101235|90000|0||
780|0084729975634|0084729975634|0084729975634|안티콰리 21년산 위스키|138392|184000|0||
780|0084756102157|0084756102157|0084756102157|레오나르드 커리쉬-SS 슈페트레제|112885|14500|0||
780|0084756102201|0084756102201|0084756102201|레오나르드 커리쉬-SS 아우스레제|112885|18000|0||
780|0084878127007|0084878127007|0084878127007|로랑페리에 알렉산드라 로제|138392|932000|0||
780|0085000014318|0085000014318|0085000014318|뉴 암스테르담 진|138392|17000|0||
780|0085000015735|0085000015735|0085000015735|프레이 브라더스 진판델|138392|38000|30000|20241011|20241031
780|0085000016343|0085000016343|0085000016343|미국_캐년로드화이트진판델_750ML|138392|12000|0||
780|0085000019498|0085000019498|0085000019498|뉴 암스테르담 보드카(플레인)|138392|14900|0||
780|0085000022313|0085000022313|0085000022313|뉴 암스테르담 보드카 파인애플|138392|18000|0||
780|0085000026526|0085000026526|0085000026526|뉴 암스테르담 보드카 레몬|138392|18000|0||
780|0085124859215|0085124859215|0085124859215|랜드마크 피노누아|138392|36000|0||
780|0085156275021|0085156275021|0085156275021|케텔원|138392|52000|0||
780|0085246139431|0085246139431|0085246139431|메이커스 마크 750ML|138392|62000|0||
780|0085246500101|0085246500101|0085246500101|메이커스 마크 46|138392|86000|0||
780|0085976033931|0085976033931|0085976033931|마니스위쯔 콩코드|100549|15000|0||
780|0086003000421|0086003000421|0086003000421|로버트 몬다비 프라이빗 셀렉션 메를로|138392|30000|0||
780|0086003361935|0086003361935|0086003361935|로버트 몬다비 프라이빗 셀렉션 소비뇽|138392|30000|0||
780|0086003780217|0086003780217|0086003780217|로버트 몬다비 프라이빗 셀렉션 버번|138392|30000|0||
780|0086067411188|0086067411188|0086067411188|샴페인 드 브노쥬, 루이 15세 브륏|138392|700000|0||
780|0086395095005|0086395095005|0086395095005|니혼슈 송죽매 750ml|101235|19000|0||
780|0086395098402|0086395098402|0086395098402|송죽매 도꾸베츠준마이|136797|25000|0||
780|0086754600505|0086754600505|0086754600505|마운트릿지 리슬링 750|138392|18000|0||
780|0086754600734|0086754600734|0086754600734|H 카베네쇼비뇽|138392|35000|0||
780|0086754600857|0086754600857|0086754600857|캘리포니아 드리머 레드|138392|19000|0||
780|0086754601656|0086754601656|0086754601656|헤브스 스택스 립 카베네쇼비뇽|138392|88000|0||
780|0086754603575|0086754603575|0086754603575|플뢰르 드 나파 쇼비뇽블랑|138392|21000|0||
780|0086754603643|0086754603643|0086754603643|스톤헤지 메리티지815|138392|118000|106000|20241011|20241031
780|0086754603650|0086754603650|0086754603650|스톤헤지 메리티지 화이트|138392|40000|30000|20241011|20241031
780|0086754603667|0086754603667|0086754603667|스톤헤지 메리티지 레드|138392|39000|30000|20241011|20241031
780|0086754603735|0086754603735|0086754603735|헤븐스 엔더슨밸리 피노누아|138392|33000|0||
780|0086754810089|0086754810089|0086754810089|헤븐스 나파밸리 멜롯|138392|43000|0||
780|0086754819013|0086754819013|0086754819013|스톤헤지 그랑리져브 카베네쇼비뇽|138392|48000|0||
780|0086754890982|0086754890982|0086754890982|헤븐스 나파밸리 카베네쇼비뇽|138392|40000|0||
780|0086785000084|0086785000084|0086785000084|캐빗 컬렉션, 피노 그리지오|124936|24000|0||
780|0086785850030|0086785850030|0086785850030|인비보 X 사라 제시카 파커 로제|138392|27000|0||
780|0086828000255|0086828000255|0086828000255|그레이슨셀러-파르두치 피노누아|112885|36000|0||
780|0086891028910|0086891028910|0086891028910|루더포드힐 까베르네쇼비뇽|100549|121000|0||
780|0086891080598|0086891080598|0086891080598|더 페데럴리스트 샤르도네|100549|40000|0||
780|0086891081489|0086891081489|0086891081489|러브블럭 말보로 소비뇽 블랑|138392|49000|0||
780|0086891083049|0086891083049|0086891083049|더 페데럴리스트 진판델750㎖|100549|40000|0||
780|0086891083186|0086891083186|0086891083186|더 페데럴리스트 까베르네 소비뇽750㎖|100549|40000|0||
780|0086891086132|0086891086132|0086891086132|더 페데럴리스트 어니스트 레드 블랜드|100549|40000|0||
780|0087000002715|0087000002715|0087000002715|캡틴모건|138392|27000|0||
780|0087447118758|0087447118758|0087447118758|레이몬드리저브셀렉션나파밸리레드|136786|74000|0||
780|0087447118925|0087447118925|0087447118925|레이몬드리저브셀렉션나파밸리샤도네이|136786|52000|49000|20241011|20241031
780|0087447419220|0087447419220|0087447419220|레이몬드 리저브 메를로 05|136786|68000|0||
780|0087447440019|0087447440019|0087447440019|나파컷나파밸리카베르네소비뇽|136786|41000|0||
780|0087447552071|0087447552071|0087447552071|레이몬드 R 컬렉션 필드 블렌드|136786|23000|0||
780|0087447619422|0087447619422|0087447619422|레이몬드 R 컬렉션 샤도네이|136786|23000|0||
780|0087447649320|0087447649320|0087447649320|레이몬드R컬렉션카베르네쇼비뇽|136786|30000|0||
780|0088004009878|0088004009878|0088004009878|타카 보드카 / 그레이프|138392|36000|0||
780|0088004010140|0088004010140|0088004010140|타카 보드카|138392|30000|0||
780|0088004011468|0088004011468|0088004011468|자카리아 해리스 버번|138392|20000|0||
780|0721059847506|0721059847506|0721059847506|와일드터키 81 750|138392|52000|0||
780|0721059957502|0721059957502|0721059957502|러셀 리저브 10년 750|137943|99000|0||
780|0722130555051|0722130555051|0722130555051|레이서 5 IPA(355ml/병)|138392|6000|0||
780|0724404009024|0724404009024|0724404009024|뷸러 진판델|138392|57000|0||
780|0724404009406|0724404009406|0724404009406|뷸러, 뷸러 에스테이트 카베르네쇼비뇽|138392|109000|0||
780|0724404009604|0724404009604|0724404009604|뷸러, 뷸러 에스테이트 파파스 놀 카베|138392|133000|0||
780|0724826011254|0724826011254|0724826011254|아이언 스톤 리저브 카베르네 쇼비뇽|138392|60000|0||
780|0724826011285|0724826011285|0724826011285|아이언스톤 로다이 카베르네쇼비뇽|138392|34000|0||
780|0724826021215|0724826021215|0724826021215|아이언스톤 로다이 카베르네 프랑|138392|34000|0||
780|0724826031221|0724826031221|0724826031221|아이언 스톤 리저브 샤르도네|138392|41000|0||
780|0724826051212|0724826051212|0724826051212|아이언 스톤 로다이 메를로|138392|34000|0||
780|0724826181216|0724826181216|0724826181216|아이언스톤 로다이 프티쉬라|138392|34000|0||
780|0724826211210|0724826211210|0724826211210|아이언스톤 옵세션 레드블렌드|138392|34000|0||
780|0726452000091|0726452000091|0726452000091|엠슨, 토스콜로 키안티 클라시코|138392|29000|0||
780|0727344000045|0727344000045|0727344000045|레드씨에일330㎖|138392|29000|0||
780|0727344000229|0727344000229|0727344000229|올드 라스푸틴(355ml/병)|138392|7000|0||
780|0727344002223|0727344002223|0727344002223|베이커리: 스티키 번 스타우트|138392|12000|0||
780|0728620002463|0728620002463|0728620002463|버시니티 더블 아이피에이|138392|17900|0||
780|0728620003101|0728620003101|0728620003101|데쓰 메틀 트리플 아이피에이|138392|18900|0||
780|0728620003910|0728620003910|0728620003910|트레일사이드 아이피에이|138392|19000|0||
780|0728817199129|0728817199129|0728817199129|월계관 준마이 750|138392|15000|0||
